temperature,air_pressure,same_day_rain,next_day_rain,relative_humidity,wind_direction,wind_speed,cloud_height,cloud_density,month,day,daylight,lightning,air_quality
high,decreasing,drizzle,drizzle,low,west,high,low,low,august,sunday,cloudy,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,south,high,low,low,november,tuesday,sunny,no_lightning,bad
cold,increasing,drizzle,dry,high,north,no_wind,low,high,march,monday,cloudy,no_lightning,bad
cold,decreasing,dry,drizzle,low,west,high,no_cloud,no_cloud,january,friday,sunny,no_lightning,bad
high,increasing,dry,dry,low,north,high,low,high,june,thursday,cloudy,no_lightning,bad
medium,increasing,drizzle,deluge,high,east,low,low,low,december,wednesday,cloudy,no_lightning,bad
high,decreasing,drizzle,drizzle,low,north,high,high,high,july,thursday,cloudy,no_lightning,bad
cold,increasing,dry,dry,low,east,low,low,low,september,friday,cloudy,no_lightning,bad
cold,increasing,dry,dry,low,west,high,low,high,december,thursday,cloudy,no_lightning,bad
medium,decreasing,dry,deluge,high,north,low,no_cloud,no_cloud,december,tuesday,sunny,no_lightning,bad
medium,decreasing,deluge,drizzle,low,west,low,low,low,december,saturday,cloudy,no_lightning,bad
medium,increasing,drizzle,dry,low,north,low,high,high,january,tuesday,cloudy,no_lightning,bad
cold,increasing,drizzle,dry,high,east,low,low,low,january,saturday,cloudy,no_lightning,bad
cold,increasing,drizzle,dry,high,east,high,high,low,january,wednesday,cloudy,no_lightning,bad
cold,increasing,dry,dry,low,north,low,no_cloud,no_cloud,december,friday,sunny,no_lightning,bad
cold,decreasing,dry,drizzle,low,south,low,no_cloud,no_cloud,december,sunday,sunny,no_lightning,bad
cold,decreasing,deluge,deluge,high,north,high,low,high,october,friday,cloudy,no_lightning,bad
cold,increasing,dry,dry,low,west,no_wind,no_cloud,no_cloud,february,sunday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,north,high,no_cloud,no_cloud,november,friday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,east,no_wind,no_cloud,no_cloud,november,saturday,sunny,no_lightning,bad
high,increasing,dry,dry,low,north,high,high,high,august,thursday,cloudy,no_lightning,medium
cold,increasing,dry,deluge,high,east,high,no_cloud,no_cloud,october,monday,sunny,no_lightning,bad
cold,decreasing,dry,drizzle,low,west,no_wind,no_cloud,no_cloud,march,monday,sunny,no_lightning,bad
high,decreasing,drizzle,drizzle,low,south,no_wind,high,low,june,monday,cloudy,no_lightning,bad
medium,increasing,deluge,deluge,high,east,high,low,low,april,sunday,cloudy,no_lightning,bad
medium,increasing,dry,dry,high,east,low,no_cloud,no_cloud,february,thursday,sunny,no_lightning,bad
high,increasing,dry,dry,high,north,high,no_cloud,no_cloud,july,friday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,south,low,low,low,november,wednesday,cloudy,no_lightning,bad
medium,increasing,dry,dry,low,north,low,no_cloud,no_cloud,november,saturday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,east,low,high,high,october,wednesday,cloudy,no_lightning,bad
cold,decreasing,dry,drizzle,low,north,high,no_cloud,no_cloud,october,monday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,west,no_wind,no_cloud,no_cloud,october,wednesday,sunny,no_lightning,bad
medium,decreasing,deluge,deluge,high,north,low,high,low,january,monday,cloudy,no_lightning,bad
medium,decreasing,deluge,deluge,high,north,low,high,low,december,saturday,cloudy,no_lightning,bad
medium,increasing,drizzle,dry,high,north,high,high,high,september,thursday,cloudy,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,south,low,low,high,december,thursday,cloudy,no_lightning,bad
high,increasing,dry,dry,low,west,no_wind,high,low,july,sunday,sunny,no_lightning,bad
high,increasing,dry,dry,low,east,no_wind,high,high,august,sunday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,south,high,high,high,november,saturday,cloudy,no_lightning,good
medium,decreasing,deluge,deluge,high,west,high,low,high,june,wednesday,cloudy,no_lightning,medium
high,decreasing,dry,deluge,high,south,high,no_cloud,no_cloud,august,saturday,sunny,no_lightning,bad
medium,decreasing,deluge,deluge,high,east,high,low,low,november,wednesday,cloudy,no_lightning,bad
cold,decreasing,dry,deluge,high,north,low,no_cloud,no_cloud,october,sunday,sunny,no_lightning,bad
medium,decreasing,deluge,deluge,high,north,no_wind,high,low,november,thursday,cloudy,no_lightning,bad
cold,decreasing,dry,deluge,high,east,no_wind,no_cloud,no_cloud,april,thursday,sunny,no_lightning,bad
cold,increasing,drizzle,dry,high,north,no_wind,low,high,february,tuesday,sunny,no_lightning,bad
high,increasing,drizzle,dry,high,east,high,high,high,august,monday,cloudy,no_lightning,bad
medium,increasing,dry,dry,high,east,low,no_cloud,no_cloud,january,wednesday,sunny,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,south,high,low,low,december,friday,cloudy,no_lightning,bad
cold,increasing,dry,dry,high,north,low,no_cloud,no_cloud,may,friday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,south,low,no_cloud,no_cloud,april,sunday,sunny,no_lightning,bad
medium,increasing,dry,drizzle,high,north,no_wind,no_cloud,no_cloud,march,thursday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,north,no_wind,low,high,february,tuesday,cloudy,no_lightning,bad
medium,increasing,dry,drizzle,high,south,no_wind,no_cloud,no_cloud,october,friday,sunny,no_lightning,bad
high,decreasing,dry,drizzle,high,west,no_wind,no_cloud,no_cloud,july,friday,sunny,no_lightning,bad
medium,decreasing,deluge,deluge,high,south,high,low,high,december,saturday,cloudy,no_lightning,bad
medium,decreasing,deluge,deluge,high,west,low,low,low,february,sunday,cloudy,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,south,high,high,high,march,friday,cloudy,no_lightning,bad
cold,increasing,drizzle,drizzle,low,east,no_wind,high,low,april,tuesday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,west,high,no_cloud,no_cloud,october,sunday,sunny,no_lightning,bad
cold,increasing,drizzle,dry,low,south,high,low,high,february,thursday,cloudy,no_lightning,bad
cold,increasing,dry,dry,high,west,no_wind,no_cloud,no_cloud,november,monday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,east,low,no_cloud,no_cloud,december,monday,sunny,no_lightning,bad
high,increasing,drizzle,deluge,high,south,high,low,low,june,saturday,cloudy,high,bad
medium,decreasing,drizzle,deluge,high,north,low,high,high,january,thursday,cloudy,no_lightning,bad
cold,increasing,dry,dry,low,west,no_wind,high,low,october,monday,sunny,no_lightning,bad
medium,increasing,dry,deluge,high,west,no_wind,no_cloud,no_cloud,november,monday,sunny,no_lightning,bad
cold,increasing,dry,drizzle,high,east,no_wind,no_cloud,no_cloud,march,monday,sunny,low,bad
medium,increasing,dry,drizzle,high,east,low,no_cloud,no_cloud,august,thursday,sunny,no_lightning,bad
high,increasing,drizzle,dry,high,south,high,high,low,august,saturday,cloudy,no_lightning,bad
cold,decreasing,dry,drizzle,low,north,high,no_cloud,no_cloud,february,friday,sunny,no_lightning,bad
high,decreasing,dry,drizzle,high,south,high,no_cloud,no_cloud,june,saturday,sunny,no_lightning,bad
medium,increasing,drizzle,dry,high,south,no_wind,low,high,january,wednesday,cloudy,no_lightning,bad
medium,increasing,deluge,dry,high,west,no_wind,low,low,january,sunday,cloudy,no_lightning,bad
high,decreasing,deluge,drizzle,low,south,low,low,low,july,monday,sunny,no_lightning,bad
medium,decreasing,deluge,deluge,high,north,low,high,low,march,monday,cloudy,no_lightning,bad
medium,increasing,dry,dry,low,south,low,high,high,february,tuesday,cloudy,no_lightning,bad
medium,increasing,drizzle,dry,high,east,low,high,high,july,monday,cloudy,no_lightning,medium
medium,decreasing,dry,deluge,high,north,low,no_cloud,no_cloud,november,tuesday,sunny,no_lightning,bad
medium,decreasing,deluge,deluge,high,north,high,high,low,may,sunday,sunny,no_lightning,good
high,increasing,dry,dry,low,east,low,no_cloud,no_cloud,july,thursday,sunny,no_lightning,bad
cold,decreasing,dry,drizzle,low,east,low,no_cloud,no_cloud,october,thursday,sunny,no_lightning,bad
cold,decreasing,deluge,deluge,high,south,no_wind,high,low,october,saturday,cloudy,no_lightning,bad
high,increasing,dry,drizzle,low,west,no_wind,no_cloud,no_cloud,july,tuesday,sunny,no_lightning,bad
medium,decreasing,deluge,deluge,high,north,high,high,high,may,thursday,cloudy,no_lightning,bad
medium,decreasing,dry,deluge,high,west,high,no_cloud,no_cloud,august,thursday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,west,low,no_cloud,no_cloud,september,tuesday,sunny,no_lightning,bad
medium,increasing,dry,dry,high,north,high,no_cloud,no_cloud,may,thursday,sunny,no_lightning,bad
high,increasing,dry,drizzle,high,west,high,no_cloud,no_cloud,july,wednesday,sunny,no_lightning,bad
cold,increasing,drizzle,dry,high,south,no_wind,high,low,december,thursday,sunny,no_lightning,bad
cold,increasing,dry,drizzle,low,south,high,high,high,september,monday,cloudy,no_lightning,bad
cold,increasing,deluge,dry,high,east,high,high,low,march,thursday,cloudy,no_lightning,bad
medium,increasing,dry,drizzle,low,north,high,no_cloud,no_cloud,september,thursday,sunny,no_lightning,bad
medium,increasing,drizzle,dry,high,south,low,high,high,may,sunday,cloudy,no_lightning,bad
cold,increasing,drizzle,dry,high,south,high,high,high,october,saturday,cloudy,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,west,no_wind,high,high,december,friday,cloudy,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,west,no_wind,high,high,march,tuesday,cloudy,no_lightning,bad
medium,increasing,deluge,dry,low,west,high,low,high,september,wednesday,cloudy,no_lightning,bad
cold,increasing,dry,dry,high,west,high,no_cloud,no_cloud,march,sunday,sunny,low,bad
cold,increasing,drizzle,dry,low,south,no_wind,low,low,october,monday,cloudy,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,west,low,high,low,august,saturday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,south,no_wind,no_cloud,no_cloud,november,saturday,sunny,no_lightning,bad
high,increasing,dry,dry,low,south,no_wind,no_cloud,no_cloud,august,sunday,sunny,no_lightning,bad
cold,decreasing,deluge,drizzle,low,east,no_wind,low,low,december,wednesday,sunny,no_lightning,bad
cold,decreasing,dry,deluge,high,east,high,no_cloud,no_cloud,october,friday,sunny,no_lightning,bad
cold,increasing,dry,dry,high,south,low,no_cloud,no_cloud,april,monday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,west,high,no_cloud,no_cloud,april,sunday,sunny,no_lightning,bad
medium,decreasing,dry,deluge,high,north,high,no_cloud,no_cloud,may,monday,sunny,no_lightning,medium
cold,increasing,dry,dry,high,west,no_wind,no_cloud,no_cloud,january,tuesday,sunny,no_lightning,bad
high,decreasing,dry,drizzle,low,west,low,no_cloud,no_cloud,august,wednesday,sunny,high,bad
medium,decreasing,deluge,deluge,high,north,no_wind,high,low,october,thursday,cloudy,no_lightning,bad
medium,increasing,dry,dry,low,north,low,no_cloud,no_cloud,december,tuesday,sunny,no_lightning,good
medium,increasing,drizzle,dry,high,west,high,low,low,august,thursday,sunny,no_lightning,bad
high,decreasing,deluge,deluge,high,south,no_wind,high,high,june,sunday,cloudy,no_lightning,bad
medium,decreasing,dry,drizzle,low,west,no_wind,no_cloud,no_cloud,august,wednesday,sunny,no_lightning,bad
high,decreasing,deluge,deluge,high,south,no_wind,high,low,august,wednesday,cloudy,low,good
medium,decreasing,dry,drizzle,low,north,high,no_cloud,no_cloud,march,friday,sunny,no_lightning,bad
medium,decreasing,dry,drizzle,low,east,no_wind,no_cloud,no_cloud,august,wednesday,sunny,no_lightning,bad
cold,increasing,dry,dry,high,north,low,no_cloud,no_cloud,november,tuesday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,east,low,low,low,november,saturday,sunny,no_lightning,bad
medium,decreasing,drizzle,deluge,low,east,low,low,high,july,sunday,cloudy,no_lightning,bad
medium,increasing,dry,dry,high,west,low,no_cloud,no_cloud,june,tuesday,sunny,no_lightning,bad
high,decreasing,drizzle,drizzle,low,east,no_wind,low,low,august,sunday,sunny,high,bad
medium,increasing,dry,dry,low,north,high,no_cloud,no_cloud,september,wednesday,sunny,no_lightning,bad
cold,decreasing,dry,deluge,high,east,low,no_cloud,no_cloud,september,monday,sunny,no_lightning,bad
cold,increasing,deluge,drizzle,high,north,low,low,high,february,tuesday,cloudy,no_lightning,bad
medium,decreasing,deluge,deluge,high,east,no_wind,high,high,october,friday,sunny,no_lightning,bad
medium,increasing,deluge,dry,low,west,high,low,low,september,sunday,sunny,no_lightning,good
medium,decreasing,deluge,deluge,high,south,no_wind,high,low,january,monday,sunny,no_lightning,bad
high,increasing,dry,dry,low,east,high,no_cloud,no_cloud,august,sunday,sunny,no_lightning,bad
high,decreasing,drizzle,deluge,low,south,high,low,low,june,friday,sunny,low,bad
cold,decreasing,dry,drizzle,low,west,low,no_cloud,no_cloud,september,saturday,sunny,no_lightning,bad
cold,increasing,drizzle,dry,high,north,high,high,high,october,saturday,cloudy,no_lightning,bad
high,increasing,dry,dry,low,west,no_wind,no_cloud,no_cloud,june,tuesday,sunny,no_lightning,medium
medium,increasing,drizzle,dry,low,south,high,low,high,march,friday,cloudy,no_lightning,bad
medium,decreasing,deluge,deluge,high,east,high,high,low,february,sunday,cloudy,no_lightning,bad
medium,increasing,drizzle,dry,high,east,low,low,high,december,wednesday,cloudy,no_lightning,medium
medium,decreasing,deluge,deluge,high,west,high,high,low,october,friday,sunny,no_lightning,medium
medium,increasing,drizzle,dry,high,east,high,high,low,january,tuesday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,east,high,no_cloud,no_cloud,january,tuesday,sunny,no_lightning,bad
medium,decreasing,dry,drizzle,low,north,no_wind,no_cloud,no_cloud,december,tuesday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,west,low,no_cloud,no_cloud,november,thursday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,south,no_wind,no_cloud,no_cloud,november,saturday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,south,low,no_cloud,no_cloud,october,saturday,sunny,no_lightning,bad
cold,decreasing,drizzle,deluge,high,west,high,high,high,december,sunday,cloudy,no_lightning,bad
high,decreasing,dry,deluge,high,west,low,no_cloud,no_cloud,july,sunday,sunny,no_lightning,bad
cold,decreasing,drizzle,deluge,high,north,no_wind,high,low,march,thursday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,south,no_wind,high,high,september,sunday,cloudy,no_lightning,bad
high,increasing,drizzle,dry,high,west,no_wind,low,low,august,friday,cloudy,no_lightning,bad
high,increasing,dry,dry,low,north,high,low,low,august,tuesday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,west,high,high,high,september,friday,cloudy,no_lightning,bad
medium,increasing,dry,dry,low,north,no_wind,no_cloud,no_cloud,december,tuesday,sunny,no_lightning,bad
high,decreasing,deluge,deluge,high,north,high,low,high,august,monday,cloudy,no_lightning,bad
medium,increasing,deluge,dry,low,west,no_wind,low,high,july,tuesday,cloudy,no_lightning,bad
cold,decreasing,deluge,deluge,high,south,high,low,high,march,wednesday,sunny,no_lightning,bad
medium,decreasing,deluge,deluge,high,east,no_wind,high,high,march,tuesday,cloudy,no_lightning,bad
medium,increasing,dry,dry,high,north,high,no_cloud,no_cloud,january,monday,sunny,no_lightning,bad
medium,increasing,dry,dry,high,east,no_wind,no_cloud,no_cloud,january,friday,sunny,no_lightning,bad
cold,decreasing,deluge,drizzle,low,east,no_wind,high,low,march,tuesday,sunny,no_lightning,bad
high,increasing,drizzle,drizzle,high,west,low,low,high,august,sunday,cloudy,no_lightning,bad
cold,decreasing,dry,drizzle,low,west,high,no_cloud,no_cloud,october,saturday,sunny,no_lightning,bad
medium,decreasing,deluge,deluge,high,south,high,low,low,september,thursday,cloudy,no_lightning,bad
cold,decreasing,dry,deluge,high,east,no_wind,no_cloud,no_cloud,october,thursday,sunny,no_lightning,bad
high,increasing,drizzle,dry,high,north,high,low,high,june,monday,cloudy,no_lightning,bad
medium,decreasing,dry,drizzle,low,north,high,no_cloud,no_cloud,august,friday,sunny,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,west,low,low,low,september,saturday,cloudy,no_lightning,bad
cold,increasing,dry,dry,low,west,low,high,high,march,saturday,cloudy,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,east,high,low,low,june,thursday,sunny,low,bad
medium,increasing,drizzle,dry,low,east,high,high,low,may,friday,sunny,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,north,no_wind,high,high,april,monday,cloudy,no_lightning,bad
high,increasing,drizzle,dry,high,north,high,high,low,august,thursday,sunny,no_lightning,medium
medium,decreasing,drizzle,drizzle,low,north,low,low,high,november,sunday,cloudy,no_lightning,bad
medium,increasing,drizzle,dry,high,north,no_wind,low,low,february,wednesday,cloudy,no_lightning,bad
cold,decreasing,drizzle,deluge,high,west,no_wind,high,high,october,wednesday,cloudy,no_lightning,bad
cold,increasing,drizzle,dry,high,north,no_wind,low,high,may,sunday,cloudy,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,south,low,low,low,may,wednesday,cloudy,no_lightning,bad
high,increasing,dry,dry,low,north,low,no_cloud,no_cloud,june,tuesday,sunny,low,bad
medium,increasing,deluge,dry,high,south,low,high,low,november,friday,cloudy,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,south,high,low,high,september,thursday,cloudy,no_lightning,bad
medium,decreasing,dry,deluge,high,east,high,high,low,february,saturday,cloudy,no_lightning,bad
cold,decreasing,deluge,deluge,high,north,low,low,low,january,wednesday,sunny,no_lightning,bad
medium,decreasing,dry,deluge,high,east,low,no_cloud,no_cloud,october,wednesday,sunny,no_lightning,good
